-4.25,0.35,4.1899999999999995,7.26
0.78,4.26,-4.7,5.8500000000000005
-1.71,1.26,-1.5899999999999999,3.7
-3.93,-1.76,-0.6000000000000005,5.52
-2.3,3.63,-2.12,6.6000000000000005
0.99,4.52,-1.1500000000000004,1.7200000000000006
-1.95,-3.76,-0.96,11.3
-3.6,-3.99,0.20999999999999996,10.27
-3.07,3.47,3.9000000000000004,5.33
-3.03,3.2,1.9399999999999995,4.569999999999999
4.79,1.45,-4.970000000000001,5.48
3.64,4.51,-4.390000000000001,0.9100000000000001
-0.97,-4.88,-3.16,9.48
1.27,-3.69,-2.8699999999999997,10.07
-1.15,-3.53,2.3500000000000005,6.97
-2.98,3.13,3.6500000000000004,5.75
2.06,1.62,-0.030000000000000027,4.449999999999999
4.15,2.7,-4.03,3.15
-3.32,2.32,1.2400000000000002,6.470000000000001
-0.64,-2.52,-3.2399999999999998,12.18
3.48,-2.91,-4.12,6.0600000000000005
4.32,0.56,-6.5200000000000005,9.18
-4.69,-3.53,2.8000000000000007,13.059999999999999
2.52,-4.18,-2.73,9.76
-2.66,-0.6,5.43,11.32
-1.87,0.45,-1.58,2.61
0.13,-1.49,-3.3600000000000003,5.83
-0.94,4.11,0.7199999999999998,-0.9300000000000004
4.26,-1.73,-4.109999999999999,11.38
-1.26,-0.21,-3.16,3.75
4.01,0.16,-4.68,7.22
-1.03,-3.46,2.8600000000000003,9.35
4.75,-2.02,-6.98,5.76
3.43,-4.31,-1.85,13.719999999999999
-0.19,-1.7,1.3,4.92
-3.04,1.38,-1.0599999999999996,3.39
-1.64,2.98,-2.46,7.859999999999999
-2.39,4.35,1.4300000000000006,5.74
-0.53,-2.87,1.8000000000000003,7.970000000000001
4.37,-0.36,-1.4100000000000001,4.24
2.41,-3.39,0.43999999999999984,10.760000000000002
-3.59,-3.97,2.1799999999999997,11.330000000000002
2.1,0.52,-5.300000000000001,4.0
2.69,2.19,-4.1899999999999995,1.87
1.52,-0.16,0.30000000000000004,10.719999999999999
-2.76,1.23,-0.4500000000000002,2.33
2.69,1.02,-2.48,4.5600000000000005
3.84,-2.93,-1.9799999999999998,11.58
3.34,-2.86,-5.2,10.85
-0.18,-4.03,2.81,14.81
-2.87,-3.88,-0.04999999999999982,7.14
0.41,-1.42,2.52,9.0
-3.09,1.07,2.36,3.42
-4.77,1.02,5.049999999999999,5.640000000000001
-3.12,3.02,-1.42,0.48
4.49,-4.33,-4.130000000000001,13.32
-3.69,2.49,2.9999999999999996,4.55
3.85,-0.75,-4.74,11.54
-1.29,4.69,-3.5700000000000003,2.8999999999999995
-0.76,0.9,3.7399999999999998,5.6
1.64,3.33,-5.75,3.7299999999999995
-1.08,1.69,-1.58,2.18
0.89,2.74,-3.4899999999999998,6.27
-0.19,0.08,-3.32,3.94
1.94,-3.67,-3.81,13.99
2.51,-2.41,-2.84,11.469999999999999
-0.21,-4.35,2.08,7.4799999999999995
-3.95,-3.38,1.3399999999999999,13.42
2.36,-4.95,-4.390000000000001,8.58
3.73,-2.28,-8.21,12.79
4.59,-0.25,-8.26,7.6
0.1,-3.44,-1.8800000000000003,12.84
2.48,-3.23,-7.17,12.280000000000001
0.79,-3.24,-1.38,6.6000000000000005
2.15,1.36,-1.6099999999999999,8.41
-1.93,-4.77,-0.05000000000000071,14.719999999999999
1.6,-3.35,-1.88,12.41
-4.0,-1.2,0.1900000000000004,8.93
4.7,1.51,-5.32,8.33
-2.45,3.12,-2.3599999999999994,3.4699999999999998
0.35,-0.17,-4.23,6.25
-2.13,-1.17,1.8899999999999997,11.51
-1.12,-1.14,1.42,9.93
1.07,2.28,-4.63,1.2200000000000002
-2.95,1.14,1.67,5.88
-0.89,-3.04,-2.2099999999999995,7.8100000000000005
4.98,-3.46,-6.090000000000001,13.58
3.71,3.88,-2.3,2.69
-1.88,-3.15,2.09,13.98
4.87,2.78,-3.06,6.34
3.23,-2.02,-4.369999999999999,12.149999999999999
-3.39,4.15,2.4300000000000006,2.09
2.45,-4.48,-1.0500000000000003,11.32
0.79,1.53,-3.3099999999999996,2.1
2.85,-3.21,-3.36,9.84
-0.19,3.59,-4.040000000000001,3.79
3.49,-3.34,-4.44,10.64
-3.98,-3.43,0.9300000000000006,9.969999999999999
-3.26,-0.49,2.3299999999999996,10.27
-2.5,0.4,2.83,8.6
